"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ThreewayCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","CallForwardingCalls","CallWaitingCalls","MonthsInService","UniqueSubs","ActiveSubs","ServiceArea","Handsets","HandsetModels","CurrentEquipmentDays","AgeHH1","AgeHH2","ChildrenInHH","HandsetRefurbished","HandsetWebCapable","TruckOwner","RVOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","OwnsComputer","HasCreditCard","RetentionCalls","RetentionOffersAccepted","NewCellphoneUser","NotNewCellphoneUser","ReferralsMadeBySubscriber","IncomeGroup","OwnsMotorcycle","AdjustmentsToCreditRating","HandsetPrice","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3124714,"No",31.49,313,30,0,4,0,23,0.6,2.3,2.7,10.3,4.3,0,62.2,10.7,8.3,72,20.7,5,0,1,21,2,2,"INDIND317",3,3,125,0,0,"Yes","Yes","Yes","No","No","Unknown","Yes","Yes","No","No","No","No",0,0,"No","No",0,6,"No",0,"40","No","3-Good","Town","Other","Unknown"
3124722,"No",49.99,1007,60,0,0,0,-99,0,8,1,44.7,0,0,413.5,63,20.7,147.3,298.3,9,0,11.7,23,4,3,"PHXTUC520",2,2,112,50,48,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,8,"No",0,"60","No","2-High","Suburban","Student","Yes"
3124734,"No",54.54,883,45,2.48,40,0,-345,-14.3,8.3,4.3,31,0.7,0,260,69,33.7,114.7,149,12.7,0,2.7,25,1,1,"STLSTL314",1,1,738,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","4-Medium","Town","Other","Unknown"
3124830,"No",12.47,568,10,0,8,0,-126,-2.5,4,1,36.7,0,0,150.3,19.7,16.3,164.7,70.3,5,0,4.7,25,2,2,"OHIAUR330",1,1,737,30,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","No",0,6,"No",0,"Unknown","No","4-Medium","Suburban","Other","Yes"
3124938,"Yes",37.23,305,32,0.25,14,0,-65,-4.7,4.3,9.7,45.7,3.7,0.3,68.8,13.7,9.3,75.3,58.3,14,0,0.3,19,2,2,"DALDAL214",1,1,568,44,44,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,8,"No",0,"Unknown","No","2-High","Other","Other","Yes"
3125154,"Yes",28.5,39,30,0,0,0,32,0,0,0.3,6,0,0,0,0,0,14.3,0.7,0.3,0,0,23,1,1,"ATLANE678",1,1,676,66,66,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Rural","Other","Yes"
3125158,"No",36.35,122,22,0.99,10,0,-75,-13.6,3.3,4.3,8.7,0,0,26.1,5.7,1.3,47.7,12,7.7,0,0,25,1,1,"NOLKEN504",1,1,737,28,26,"No","No","No","Yes","Yes","Unknown","No","Yes","No","No","No","Yes",0,0,"No","No",0,5,"No",0,"Unknown","No","3-Good","Town","Other","Yes"
3125194,"No",10,206,10,0,0,0,-45,0,5,0.3,5.3,0,0,46.7,43,17.7,64,18.3,5.3,0,0.7,23,2,2,"DENDEN303",1,1,676,46,20,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,3,"No",0,"Unknown","No","2-High","Town","Professional","No"
3125198,"No",17.14,8,17,0,0,0,8,-0.2,0,0.3,5.7,0,0,0,0,0,4.3,0.3,0.3,0,0,19,1,1,"PHIMUL609",2,2,433,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"30","No","2-High","Other","Other","Unknown"
3125222,"No",35.13,324,30,0.25,17,0,52,18.3,7.3,3.7,12,2,0,31.9,10,7,36.7,28.3,11,0,0,21,2,2,"HOUHOU281",2,2,86,58,52,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"30","No","2-High","Other","Other","Yes"
3125326,"No",38.39,678,45,0.25,9,0,-68,-3.4,2,9.3,12,1,1,122,53,5,92.3,111.3,11.3,0,3.7,23,1,1,"NCRCHA704",2,2,675,32,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","No",0,5,"No",0,"30","No","2-High","Other","Other","No"
3125354,"Yes",30.27,103,30,0,0,0,4,-0.3,0.3,4.3,17.3,0,0,23.8,2.7,0,36,10.7,4.7,0,0,19,1,1,"FLNWNP407",1,1,568,0,0,"No","No","No","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",1,"Unknown","No","5-Low","Town","Other","Unknown"
3125450,"No",48.48,368,30,1.24,48,0,-34,-16.1,4,14.7,6.7,0,0,24.4,20.3,1.3,74.7,62,18.7,0,1.7,19,1,1,"CHICHI773",1,1,568,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","2-High","Other","Other","Unknown"
3125454,"Yes",73.67,430,30,1.49,111,0,-40,-17.7,7,1.3,24.3,0,0.3,29.3,7.3,0,60.7,40,8.3,0,0.3,21,1,1,"NEVESC760",1,1,630,0,0,"No","No","No","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,0,"No",0,"Unknown","No","5-Low","Town","Other","Unknown"
3125582,"No",30.29,164,30,0,0,0.3,-14,-0.3,4.3,0.7,21.3,1,0,13.9,29.3,11,54.3,34.7,5,0,0,21,2,2,"PHIWIL302",3,3,306,0,0,"Yes","Yes","Yes","No","No","Known","No","No","No","Yes","Yes","Yes",0,0,"No","No",1,9,"No",0,"40","No","3-Good","Suburban","Professional","Yes"
3125606,"No",56.83,484,45,1.49,40,3.4,-232,-16.9,10.3,2,41.3,0,0,36.7,22.7,2.3,80,96.3,12.3,0,1,23,1,1,"PHIPLS609",2,2,406,22,42,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"150","No","3-Good","Town","Other","Unknown"
3125626,"Yes",155.21,1343,48,2.48,298,4.5,-223,-37.2,8.7,14,58,16.7,0.3,481.4,34.7,11,215,258.7,24.7,0,5.7,21,1,1,"OKCOKC405",4,3,58,26,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,5,"No",0,"80","No","2-High","Suburban","Other","Yes"
3125690,"No",150.41,855,75,1.24,206,0,-327,-73.4,12.7,7,65,0,0,410,30,6,274,84.7,19.7,0,9,25,1,1,"CHIRCK815",3,2,171,36,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"150","No","5-Low","Suburban","Other","No"
3125702,"Yes",32.58,152,30,1.24,0,1.2,-8,-0.6,4,1,18.7,0,0.3,20.6,6,0,55.7,21.7,5,0,0,21,1,1,"BOSFRA508",1,1,630,44,40,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"Unknown","No","2-High","Other","Professional","Yes"
3125898,"No",64.35,750,55,1.49,58,0,674,35.3,1.3,3.7,23.3,9,0,170.4,41.7,4.3,65,83,5,0,0.7,21,3,2,"LOULEX606",1,1,630,26,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"Yes","No",0,4,"No",0,"Unknown","No","3-Good","Other","Other","No"
3125950,"No",30.25,234,30,0.25,0,0,-48,-0.2,0.3,0.7,1,0,0,9.4,7.7,5.7,9.3,38,1,0,0,25,1,1,"DALDAL214",1,1,737,42,34,"No","No","Yes","No","No","Known","No","No","No","Yes","Yes","Yes",0,0,"No","No",0,4,"No",0,"Unknown","No","2-High","Suburban","Self","No"
3126038,"No",46.87,678,35,0.25,19,3.8,-134,-9.3,1,4,12.7,0,0,248.3,56.7,28.3,64.7,79.3,5,0,3.7,21,1,1,"LOULEX606",2,2,405,32,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,3,"No",0,"60","No","2-High","Suburban","Other","No"
3126050,"No",61.27,667,70,0.74,0,0,36,-1.3,6.3,35,13,0.7,1.3,98.6,53.3,17,142,117.7,41.3,0,3,19,2,2,"OHICIN513",3,2,227,30,22,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"Yes","No",0,9,"No",0,"40","No","2-High","Suburban","Other","Yes"
3126058,"Yes",41.42,216,30,1.73,26,0,-216,-11.4,2.3,3,9.7,0,0,0,0,0,31.3,15,5.3,0,0,19,1,1,"KCYKCM816",1,1,567,66,64,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Town","Student","Yes"
3126062,"No",30.86,55,30,0,0,0,90,2.6,3,1,6.3,0,0,5.4,1,0,19.3,12.3,4,0,0,23,1,1,"NYCNEW973",1,1,675,44,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Suburban","Professional","No"
3126086,"No",30.46,36,30,0,0,0.2,-32,0.3,2,1.7,1.3,0,0,0.8,2,0,10.3,2.3,3.7,0,0,19,2,2,"KCYKCK913",1,1,567,40,46,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","4-Medium","Other","Other","Yes"
3126126,"Yes",30.57,286,30,0,0,0,-8,-0.6,0.3,0.3,5.3,0,0,0,0,0,22,8,0.7,0,0,25,1,1,"FLNCOC407",2,2,393,76,72,"Yes","Yes","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,6,"No",0,"130","No","2-High","Suburban","Retired","Yes"
3126266,"Yes",61.51,590,32,5.45,48,0,-126,-14.7,9.7,1,28.3,0,0,116,44.7,0,143.7,67.7,10.7,0,1,25,2,1,"PHIMER609",1,1,736,58,58,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","1-Highest","Town","Other","Yes"
3126302,"No",31.31,263,30,0,4,0,-87,-1.3,2.3,5.7,15,4,0,22.5,7,0,58.3,34,8,0,0,21,2,1,"LOULOU502",1,1,629,46,44,"Yes","No","No","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Other","Professional","Yes"
3126442,"No",51.08,472,50,0.25,0,0.3,112,-1.1,7,0,32.3,1.7,0,212.2,13.7,3,114.7,85,7,0,0,21,1,1,"NYCNEW732",3,3,401,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",1,0,"No","No",0,0,"No",0,"150","Yes","2-High","Suburban","Other","Unknown"
3126502,"No",111.44,1039,75,1.49,88,0.2,-180,-32.2,15.3,78.7,27,21.7,0.7,133.8,40.3,1.7,268,109,94,0,5.3,19,2,1,"NCRNWN757",5,3,89,42,68,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"30","No","6-VeryLow","Suburban","Other","Unknown"
3126510,"No",32.38,262,30,0.5,0,1.9,-56,4.2,1.7,6,16.3,0.7,0,50.8,22.3,1,78.7,34,7.7,0,0.3,21,1,1,"PHXPHX602",1,1,629,32,26,"No","No","Yes","Yes","Yes","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"Unknown","No","2-High","Town","Other","Yes"
3126566,"Yes",30,27,30,0,0,0,-25,0,0,0,0.3,0,0,0,0.3,0,3,0,0,0,0,21,1,1,"BOSBOS508",1,1,629,50,50,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Town","Other","Yes"
3126750,"No",26.5,319,20,1.24,16,0,-106,-15.5,2,31.3,42,1.7,0,117.2,23.3,18.3,80.3,37.3,33.3,0,1,25,3,3,"CHINBK847",2,2,515,30,28,"Yes","Yes","No","No","No","Known","Yes","Yes","No","Yes","No","Yes",0,0,"No","No",0,7,"No",0,"30","No","2-High","Other","Professional","Yes"
3127078,"Yes",161.22,1858,60,0.25,364,1.7,-938,-111.2,13.7,6.3,118.3,0.3,0,348.1,16,27,267.7,431,20,0,19.3,21,1,1,"MIAMIA305",3,2,226,56,48,"Yes","Yes","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",1,7,"No",0,"150","No","5-Low","Suburban","Other","Yes"
3127082,"No",39.79,547,45,1.24,0,0,-40,-1.6,10.3,37.7,11.7,1.3,0.7,95.9,0.7,0,74,101.3,48,0,2,19,1,1,"CHICHI773",2,1,567,48,32,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"30","No","3-Good","Other","Other","Unknown"
3127110,"Yes",37.46,266,30,0.5,0,0,60,5.9,3.7,0,4,4.3,0,34.5,16,0,47.3,51.7,3.7,0,0.3,21,2,2,"NYCSUF516",1,1,629,60,0,"Yes","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,6,"No",0,"Unknown","No","2-High","Suburban","Other","No"
3127158,"No",30.5,86,30,0.5,0,0,-46,-0.5,1.3,0,5,1.3,0,17.2,11.3,0.7,34.7,20.3,1.3,0,0,25,1,1,"PHIMER609",1,1,736,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","4-Medium","Other","Other","Unknown"
3127262,"No",13.95,114,10,0.25,0,0.5,-9,-0.7,3.3,6.3,9.7,0,0.3,32.3,9,1.7,42.3,26.3,9.7,0,0,21,3,3,"OHIDAY937",2,1,627,56,52,"Yes","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,5,"No",0,"60","No","2-High","Other","Other","Yes"
3127374,"No",38.4,697,45,0,10,0,21,9.5,11,2,27,5.3,1,91.4,16,3,65.3,73.7,13,0,1.3,25,2,1,"APCFCH703",2,1,150,28,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","Yes",1,3,"No",0,"150","No","2-High","Other","Other","No"
3127422,"Yes",30,8,30,0,0,0,21,0,0,0,0.3,0,0,0,0,0,2,1,0,0,0,23,2,2,"HARNOR203",1,1,674,60,60,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,4,"No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3127506,"No",30.95,164,30,0,0,0,-38,-0.1,1.3,0.7,1,0,0.7,0,0,0,66.7,2.3,2,0,0,23,1,1,"NYCNAS516",1,1,674,56,60,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","3-Good","Suburban","Other","Yes"
3127794,"No",18.27,22,17,0.25,0,0.3,18,1.8,1,0.7,8.7,0,0,0.8,0.3,0,4,7.7,1.7,0,0,21,1,1,"NYCTMR732",1,1,628,62,64,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,5,"No",0,"Unknown","No","3-Good","Other","Clerical","Yes"
3127858,"No",76.55,734,50,0.25,103,0,284,-36.6,9.7,5.3,30,1,0,115.3,109,14.7,93,100.7,15,0,1,21,1,1,"DALDAL214",2,2,265,28,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",1,6,"No",0,"30","No","3-Good","Other","Other","No"
3127890,"Yes",30.39,12,32,0,0,0,-5,0,0,0,3.3,0,0,0,0.7,0,2.3,5.7,0,0,0,21,2,2,"BOSMAN603",1,1,628,42,40,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Town","Other","Yes"
3127894,"No",30.27,166,30,0,0,0,-135,-0.3,1,0.7,9.7,4.3,0,15.9,0,0,16,9,1.7,0,0,19,1,1,"NYCSUF516",3,3,523,72,70,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,9,"No",0,"30","No","2-High","Other","Retired","Yes"
3127954,"No",33.31,273,30,1.73,4,0,86,6,7.7,0.3,4.7,0,0,28,3.7,0,90.7,4,8,0,0.7,25,1,1,"PHIPHI215",2,1,727,40,0,"No","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"30","No","2-High","Suburban","Other","Yes"
3128018,"No",30,194,30,0,0,0,-34,0,1,2,9,0,0,14.6,6.7,0,88.3,16.7,3,0,0.7,25,1,1,"KCYKCK913",2,1,157,50,48,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"150","No","2-High","Suburban","Professional","Yes"
3128126,"No",30.74,30,30,0,0,0.7,-2,2.2,0.3,0,1,0,0,0.7,0.3,0.3,4.7,5.3,0.3,0,0,25,1,1,"NYCSUF516",1,1,735,52,54,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Suburban","Professional","Yes"
3128194,"No",70.14,580,50,0,60,0,102,14.2,2.7,4.3,50.7,7.3,0,140.3,39,13.7,197.7,67.7,7,0,2.7,23,1,1,"KCYKCK913",2,2,133,46,48,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",1,4,"No",0,"30","No","3-Good","Suburban","Other","Yes"
3128210,"No",70.16,267,30,0.25,101,0,247,-29.4,5.7,1,17,0.3,0.3,108.6,24.7,4.7,78.3,48.7,6.7,0,1.7,23,1,1,"PHXPHX602",1,1,674,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,1,"No",0,"Unknown","No","2-High","Other","Other","Unknown"
3128354,"No",56.23,293,30,0.25,64,0,-119,-22.2,6,1.3,11.7,0,0.3,9.2,9,0,50.7,24,7.3,0,0.3,19,1,1,"MIAWPB561",1,1,566,60,60,"No","No","Yes","Yes","Yes","Known","Yes","Yes","Yes","No","Yes","Yes",0,0,"No","No",0,8,"No",0,"Unknown","No","2-High","Town","Other","Yes"
3128542,"No",39.54,268,55,1.73,0,0,-83,6.4,1,0,4.3,0,0.3,57.5,5.7,1.3,45,42.3,1.3,0,0.3,19,1,1,"LAXLAX323",2,1,200,64,64,"Yes","No","Yes","No","No","Known","Yes","Yes","No","Yes","No","Yes",0,0,"Yes","No",0,6,"No",0,"150","No","3-Good","Other","Other","No"
3128614,"No",20.66,30,17,0,10,0,1,0.2,0.7,0,4,0,0,0,0,0,9,5.3,0.7,0,0,19,1,1,"PHIAVD610",1,1,565,52,52,"Yes","No","No","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Other","Other","Yes"
3128634,"No",97.34,1020,65,0.99,88,0,-403,-29.7,10,1,49,5.3,0,454,45,7.7,57,116.7,11,0,5,21,2,2,"APCSIL301",2,2,2,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"30","No","7-Lowest","Suburban","Other","Unknown"
3128882,"Yes",235.72,1719,73,1.73,436,1.7,-623,-224.8,9.3,41.3,34.7,7.7,0.7,486,119.3,91,227,212,50.7,0,12,23,2,2,"CHILAG708",3,2,156,38,38,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,8,"No",0,"150","No","5-Low","Other","Crafts","Yes"
3129010,"No",30.66,194,30,0,0,0.4,-78,-0.7,1,11.3,4,0,0.3,19,5.3,0.7,40.7,26,12.3,0,0,19,1,1,"ATLKNO423",1,1,565,48,0,"Yes","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",1,9,"No",0,"Unknown","No","2-High","Town","Other","Yes"
3129098,"No",10,199,10,0,0,0,3,0,0,1.3,14,0,0,12.6,5.3,0.3,38,16,1.3,0,0,23,2,2,"FLNCLR813",2,2,121,40,34,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,9,"No",0,"150","No","2-High","Other","Professional","Yes"
3129166,"No",62.12,822,45,0,78,0,8,26.8,3.3,5,18.3,0.7,0,197.1,14,5.7,50.7,70,8.3,0,1,25,1,1,"OHICOL614",1,1,734,28,18,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",1,9,"No",0,"Unknown","No","4-Medium","Suburban","Other","No"
3129246,"No",104.46,741,79,2.23,69,0,-244,-16.9,11.7,1,66.3,6.7,0,93.3,30,5.3,214,82,12.7,0,4.3,19,1,1,"STLCMB573",7,3,77,58,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"30","No","4-Medium","Other","Other","No"
3129430,"No",144.93,895,70,0.25,176,0.5,94,31.7,16,2.3,68,0,0.7,93.8,24.7,0.7,188.3,55,18.3,0,0,23,1,1,"NYCFHD732",1,1,673,60,60,"No","No","Yes","No","No","Known","Yes","Yes","No","Yes","No","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3129510,"No",32.49,187,32,0,0,0,-9,0,1.7,0.7,14,0,0,54.2,6.7,5,31.7,22.7,2.3,0,0.3,21,2,2,"FLNDAY904",1,1,627,0,0,"No","No","Yes","Yes","Yes","Known","No","No","No","No","No","No",0,0,"No","No",0,1,"No",0,"Unknown","No","5-Low","Other","Other","No"
3129586,"Yes",30.45,289,30,0,0,0,-25,-0.4,4.7,2,7.7,5,0.7,70.3,41,12.7,47,50.7,6.7,0,0.7,19,1,1,"NEVLMS619",2,1,513,34,60,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,4,"No",0,"30","No","2-High","Other","Other","Yes"
3129678,"Yes",46.38,240,30,0,38,0,-184,-13.1,1.3,3.7,21.7,0.7,0,34,2,0,27.3,29.7,5,0,0,21,1,1,"STLCOL618",1,1,626,28,28,"No","No","Yes","No","No","Known","No","No","No","Yes","Yes","No",0,0,"No","No",0,5,"No",0,"Unknown","No","2-High","Other","Other","Yes"
3129722,"Yes",30,91,30,0,0,0,-51,0,3.3,0.7,4.3,0,0,2.1,4,0,10.7,15.7,4,0,0,23,1,1,"NYCQUE917",1,1,672,0,0,"No","No","No","No","No","Unknown","No","No","No","No","No","Yes",1,0,"No","No",0,0,"No",0,"Unknown","Yes","2-High","Other","Other","Unknown"
3129734,"No",45.5,226,40,0.25,15,0,-110,-5.5,0,2,9.7,0,0.7,71,9.7,0.3,28,20,2,0,0.3,23,1,1,"NCRNWN757",2,2,376,38,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","No",0,1,"No",0,"30","No","5-Low","Other","Student","No"
3129854,"No",63.45,816,49,0.99,50,3.4,176,34.5,24.7,5.7,27.7,0,0,157.6,68.7,12.7,124.7,138.7,30.3,0,2,21,2,2,"APCBAL410",2,2,88,28,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,2,"No",0,"30","No","4-Medium","Suburban","Professional","No"
3129882,"No",45.59,364,50,0,16,0,-64,-5.6,2.7,2,15.7,0,0,90.9,9.3,0.7,100.3,23.3,4.7,0,0.7,23,3,2,"FLNJAC904",2,2,570,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,0,"No",0,"10","No","4-Medium","Suburban","Other","Unknown"
3129970,"Yes",31.34,273,30,0.5,6,0,-263,0.7,4.3,12.3,19.7,5,0,79.9,17.3,0.3,81.7,27,16.7,0,0.3,19,1,1,"MINMIN612",4,2,246,54,0,"No","Yes","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,4,"No",0,"30","No","2-High","Other","Professional","No"
3129994,"No",21.63,42,17,0,10,0,52,12.5,0.3,1,1.7,0,0,0.2,0,0,5.7,3.3,1.3,0,0,23,3,1,"LOUFRK502",1,1,672,68,0,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Town","Professional","No"
3130126,"Yes",146.62,1283,50,5.45,254,14.6,352,88.8,8.3,16,135,2,0,385,31.3,12,254.3,463,24.3,0,18.3,19,13,3,"MIAWPB561",2,2,11,22,24,"Yes","No","No","No","No","Known","No","No","No","No","Yes","Yes",0,0,"Yes","No",0,1,"No",0,"130","No","3-Good","Suburban","Student","No"
3130242,"No",51.74,953,60,0.5,0,0,-7,4.3,3.7,0.7,28,0,0,327.2,59,20.3,96.3,319,4.3,0,0,25,3,3,"DETANN734",4,4,291,52,52,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,9,"No",0,"130","No","2-High","Other","Professional","Yes"
3130438,"Yes",17.93,12,17,0.25,0,0.7,6,0.1,0.7,0.3,1,0,0,0,0,0,2,0,1,0,0,25,1,1,"MILMIL414",1,1,733,0,0,"No","No","No","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,0,"No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3130458,"Yes",34.22,252,30,0,2,0.1,-54,-1,6.7,1,27.7,2.7,0,40.1,28,9.7,73,65,7.7,0,1.7,23,1,1,"SEAEVE425",2,2,213,0,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,5,"No",0,"80","No","4-Medium","Town","Other","No"
3130630,"No",50.98,344,30,0,60,0.2,-39,-19.9,2.7,0,12.3,0,0,1.7,3.3,0.7,15,25.3,2.7,0,0,21,1,1,"DETROS810",1,1,626,56,58,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Suburban","Professional","Yes"
3130634,"No",30.25,91,30,0.25,0,0,-40,-0.2,0,0.3,0.7,0,0,14.7,1.3,2,7.7,9,0.3,0,0,25,2,2,"OHIYNG330",1,1,733,38,30,"No","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,6,"Yes",0,"Unknown","No","2-High","Suburban","Other","Yes"
3130674,"Yes",33.24,140,30,0,0,0,-2,0,4,0.7,4.7,1,0,63,10.7,0.7,16,28.3,4.7,0,0,23,2,2,"PHXPHX602",1,1,672,52,48,"No","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,4,"No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3130726,"No",28.71,522,13,0,8,0,-250,-4.3,2,0,14.7,2.3,0,57.8,14.7,8.3,38.3,38.3,2,0,0,23,2,2,"LAXSFN818",1,1,672,46,46,"Yes","No","Yes","No","No","Known","Yes","Yes","No","Yes","No","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Other","Other","Unknown"
3130954,"No",50.73,242,60,0.74,0,0,-64,-0.7,4,0.3,5.3,0.3,0,45.1,40.3,9,49,44.7,4.3,0,0.7,23,1,1,"PHXPHX602",5,4,372,24,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,8,"No",0,"200","No","3-Good","Suburban","Other","No"
